[Arrive Time: 1370, Sorting Time: 112, Direct Treasury: 0, Priority: 1, Desk: C, Desk Time:446, Treasury: 1, Treasury Time: 30, Repeat: 1, Waiting: 0
1: 3183 2: 3121 3:3461 4:10000000 5:3360 6:10000000 7:3331 8:10000000
Clock: 3121

1: 3183 2: 10000000 3:3461 4:4417 5:3360 6:10000000 7:3331 8:10000000
Clock: 3183

1: 3368 2: 3229 3:3461 4:4417 5:3360 6:10000000 7:3331 8:10000000
Clock: 3229

1: 3368 2: 10000000 3:3461 4:4417 5:3360 6:10000000 7:3331 8:10000000
Clock: 3331

1: 3368 2: 10000000 3:3461 4:4417 5:3360 6:10000000 7:10000000 8:3427
Clock: 3360

1: 3368 2: 10000000 3:3461 4:4417 5:10000000 6:10000000 7:10000000 8:3427
Clock: 3368

1: 4870 2: 3448 3:3461 4:4417 5:10000000 6:10000000 7:10000000 8:3427
Clock: 3427

Client exits the system Arrive Time: 2460, Sorting Time: 10, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:861, Treasury: 1, Treasury Time: 96, Repeat: 0, Waiting: 0

1: 4870 2: 3448 3:3461 4:4417 5:10000000 6:10000000 7:10000000 8:3518
Clock: 3448

1: 4870 2: 10000000 3:3461 4:4417 5:3495 6:10000000 7:10000000 8:3518
Clock: 3461

Client exits the system Arrive Time: 2631, Sorting Time: 7, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:823, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 4870 2: 10000000 3:3466 4:4417 5:3495 6:10000000 7:10000000 8:3518
Clock: 3466

Client exits the system Arrive Time: 3183, Sorting Time: 46, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:5, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 232

1: 4870 2: 10000000 3:10000000 4:4417 5:3495 6:10000000 7:10000000 8:3518
Clock: 3495

Client exits the system Arrive Time: 3368, Sorting Time: 80, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:47, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 4870 2: 10000000 3:10000000 4:4417 5:10000000 6:10000000 7:10000000 8:3518
Clock: 3518

Client exits the system Arrive Time: 2895, Sorting Time: 69, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:396, Treasury: 1, Treasury Time: 91, Repeat: 0, Waiting: 67

1: 4870 2: 10000000 3:10000000 4:4417 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 4417

Client exits the system Arrive Time: 2919, Sorting Time: 157, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:1296, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 45

1: 4870 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 4870

1: 5147 2: 5002 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 5002

1: 5147 2: 10000000 3:10000000 4:10000000 5:5588 6:10000000 7:10000000 8:10000000
Clock: 5147

1: 5989 2: 5180 3:10000000 4:10000000 5:5588 6:10000000 7:10000000 8:10000000
Clock: 5180

1: 5989 2: 10000000 3:10000000 4:10000000 5:5588 6:5104 7:10000000 8:10000000
Clock: 5104

1: 5989 2: 10000000 3:10000000 4:10000000 5:5588 6:10000000 7:10000000 8:5156
Clock: 5156

1: 5989 2: 10000000 3:10000000 4:10000000 5:5588 6:10000000 7:10000000 8:10000000
Clock: 5588

Client exits the system Arrive Time: 4870, Sorting Time: 132, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:586, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 5989 2: 10000000 3:10000000 4:10000000 5:6018 6:10000000 7:10000000 8:10000000
Clock: 5989

1: 6466 2: 6105 3:10000000 4:10000000 5:6018 6:10000000 7:10000000 8:10000000
Clock: 6018

Client exits the system Arrive Time: 5156, Sorting Time: 33, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:430, Treasury: 0, Treasury Time: 52, Repeat: -1, Waiting: 399

1: 6466 2: 6105 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 6105

1: 6466 2: 10000000 3:6982 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 6466

1: 7293 2: 6478 3:6982 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 6478

1: 7293 2: 10000000 3:6982 4:10000000 5:10000000 6:10000000 7:6077 8:10000000
Clock: 6077

1: 7293 2: 10000000 3:6982 4:10000000 5:10000000 6:10000000 7:10000000 8:6082
Clock: 6082

1: 7293 2: 10000000 3:6982 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 6982

Client exits the system Arrive Time: 5989, Sorting Time: 116, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:877, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 7293 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:7041 8:10000000
Clock: 7041

Client exits the system Arrive Time: 6082, Sorting Time: 12, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:59, Treasury: 0, Treasury Time: 5, Repeat: -1, Waiting: 888

1: 7293 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 7293

1: 7856 2: 7394 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 7394

1: 7856 2: 10000000 3:7937 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 7856

1: 8544 2: 7957 3:7937 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 7937

Client exits the system Arrive Time: 7293, Sorting Time: 101, Direct Treasury: 0, Priority: 1, Desk: A, Desk Time:543, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 8544 2: 7957 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 7957

1: 8544 2: 10000000 3:10000000 4:10000000 5:8131 6:10000000 7:10000000 8:10000000
Clock: 8131

Client exits the system Arrive Time: 7856, Sorting Time: 101, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:174, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 8544 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 8544

1: 8579 2: 8577 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 8577

1: 8579 2: 10000000 3:10000000 4:10000000 5:8754 6:10000000 7:10000000 8:10000000
Clock: 8579

1: 8821 2: 8633 3:10000000 4:10000000 5:8754 6:10000000 7:10000000 8:10000000
Clock: 8633

1: 8821 2: 10000000 3:10000000 4:10000000 5:8754 6:9198 7:10000000 8:10000000
Clock: 8754

Client exits the system Arrive Time: 8544, Sorting Time: 33, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:177, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 8821 2: 10000000 3:10000000 4:10000000 5:10000000 6:9198 7:10000000 8:10000000
Clock: 8821

1: 8941 2: 8886 3:10000000 4:10000000 5:10000000 6:9198 7:10000000 8:10000000
Clock: 8886

1: 8941 2: 10000000 3:10000000 4:10000000 5:9379 6:9198 7:10000000 8:10000000
Clock: 8941

1: 9473 2: 8999 3:10000000 4:10000000 5:9379 6:9198 7:10000000 8:10000000
Clock: 8999

1: 9473 2: 10000000 3:10000000 4:10000000 5:9379 6:9198 7:10048 8:10000000
Clock: 9198

Client exits the system Arrive Time: 8579, Sorting Time: 54, Direct Treasury: 0, Priority: 1, Desk: B, Desk Time:565, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 9473 2: 10000000 3:10000000 4:10000000 5:9379 6:10000000 7:10048 8:10000000
Clock: 9379

Client exits the system Arrive Time: 8821, Sorting Time: 65, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:493, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 9473 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:10048 8:10000000
Clock: 9473

1: 9569 2: 9475 3:10000000 4:10000000 5:10000000 6:10000000 7:10048 8:10000000
Clock: 9475

1: 9569 2: 10000000 3:10000000 4:10000000 5:10090 6:10000000 7:10048 8:10000000
Clock: 9569

1: 9749 2: 9577 3:10000000 4:10000000 5:10090 6:10000000 7:10048 8:10000000
Clock: 9577

1: 9749 2: 10000000 3:10000000 4:10000000 5:10090 6:10000000 7:10048 8:9738
Clock: 9738

Client exits the system Arrive Time: 9569, Sorting Time: 8, Direct Treasury: 1, Priority: 1, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 161, Repeat: 0, Waiting: 0

1: 9749 2: 10000000 3:10000000 4:10000000 5:10090 6:10000000 7:10048 8:10000000
Clock: 9749

1: 10363 2: 9852 3:10000000 4:10000000 5:10090 6:10000000 7:10048 8:10000000
Clock: 9852

1: 10363 2: 10000000 3:10000000 4:10000000 5:10090 6:10353 7:10048 8:10000000
Clock: 10048

1: 10363 2: 10000000 3:10000000 4:10000000 5:10090 6:10353 7:10000000 8:10195
Clock: 10090

Client exits the system Arrive Time: 9473, Sorting Time: 2, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:615, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 10363 2: 10000000 3:10000000 4:10000000 5:10000000 6:10353 7:10000000 8:10195
Clock: 10195

Client exits the system Arrive Time: 8941, Sorting Time: 58, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:1049, Treasury: 1, Treasury Time: 147, Repeat: 0, Waiting: 0

1: 10363 2: 10000000 3:10000000 4:10000000 5:10000000 6:10353 7:10000000 8:10000000
Clock: 10353

Client exits the system Arrive Time: 9749, Sorting Time: 103, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:501, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 10363 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 10363

1: 10958 2: 10462 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 10462

1: 10958 2: 10000000 3:10000000 4:10000000 5:10595 6:10000000 7:10000000 8:10000000
Clock: 10595

1: 10958 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10689
Clock: 10689

Client exits the system Arrive Time: 10363, Sorting Time: 99, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:133, Treasury: 1, Treasury Time: 94, Repeat: 0, Waiting: 0

1: 10958 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 10958

1: 11041 2: 11032 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 11032

1: 11041 2: 10000000 3:11248 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 11041

1: 11047 2: 11053 3:11248 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 11047

1: 11112 2: 11053 3:11248 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 11053

1: 11112 2: 11104 3:11248 4:11032 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 11032

1: 11112 2: 11104 3:11248 4:10000000 5:10000000 6:10000000 7:10000000 8:11155
Clock: 11104

1: 11112 2: 10000000 3:11248 4:10000000 5:10000000 6:10000000 7:11417 8:11155
Clock: 11112

1: 11242 2: 11229 3:11248 4:10000000 5:10000000 6:10000000 7:11417 8:11155
Clock: 11155

1: 11242 2: 11229 3:11248 4:10000000 5:10000000 6:10000000 7:11417 8:10000000
Clock: 11229

1: 11242 2: 10000000 3:11248 4:11252 5:10000000 6:10000000 7:11417 8:10000000
Clock: 11242

1: 11506 2: 11276 3:11248 4:11252 5:10000000 6:10000000 7:11417 8:10000000
Clock: 11248

1: 11506 2: 11276 3:10000000 4:11252 5:10000000 6:10000000 7:11417 8:11293
Clock: 11252

Client exits the system Arrive Time: 11155, Sorting Time: 12, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:23, Treasury: 0, Treasury Time: 123, Repeat: -1, Waiting: 62

1: 11506 2: 11276 3:10000000 4:10000000 5:10000000 6:10000000 7:11417 8:11293
Clock: 11276

1: 11506 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:11417 8:11293
Clock: 11293

Client exits the system Arrive Time: 10958, Sorting Time: 74, Direct Treasury: 0, Priority: 1, Desk: A, Desk Time:216, Treasury: 1, Treasury Time: 45, Repeat: 0, Waiting: 0

1: 11506 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:11417 8:10000000
Clock: 11417

1: 11506 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:12053 8:11423
Clock: 11423

Client exits the system Arrive Time: 11047, Sorting Time: 51, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:313, Treasury: 1, Treasury Time: 6, Repeat: 0, Waiting: 6

1: 11506 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:12053 8:10000000
Clock: 11506

1: 12072 2: 11611 3:10000000 4:10000000 5:10000000 6:10000000 7:12053 8:10000000
Clock: 11611

1: 12072 2: 10000000 3:10000000 4:10000000 5:12120 6:10000000 7:12053 8:10000000
Clock: 12053

1: 12072 2: 10000000 3:10000000 4:10000000 5:12120 6:10000000 7:11687 8:12060
Clock: 11687

1: 12072 2: 10000000 3:10000000 4:10000000 5:12120 6:10000000 7:10000000 8:12060
Clock: 12060

Client exits the system Arrive Time: 11242, Sorting Time: 34, Direct Treasury: 0, Priority: 1, Desk: C, Desk Time:636, Treasury: 1, Treasury Time: 7, Repeat: 0, Waiting: 141

1: 12072 2: 10000000 3:10000000 4:10000000 5:12120 6:10000000 7:10000000 8:12142
Clock: 12072

1: 12073 2: 12119 3:10000000 4:10000000 5:12120 6:10000000 7:10000000 8:12142
Clock: 12073

1: 12114 2: 12119 3:10000000 4:10000000 5:12120 6:10000000 7:10000000 8:12142
Clock: 12114

1: 12323 2: 12119 3:10000000 4:10000000 5:12120 6:10000000 7:10000000 8:12142
Clock: 12119

1: 12323 2: 12166 3:12547 4:10000000 5:12120 6:10000000 7:10000000 8:12142
Clock: 12120

1: 12323 2: 12166 3:12547 4:10000000 5:10000000 6:10000000 7:10000000 8:12142
Clock: 12142

1: 12323 2: 12166 3:12547 4:10000000 5:10000000 6:10000000 7:10000000 8:12206
Clock: 12166

1: 12323 2: 12232 3:12547 4:10000000 5:10000000 6:10000000 7:12457 8:12206
Clock: 12206

Client exits the system Arrive Time: 11506, Sorting Time: 105, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:509, Treasury: 1, Treasury Time: 64, Repeat: 0, Waiting: 22

1: 12323 2: 12232 3:12547 4:13640 5:10000000 6:10000000 7:12457 8:10000000
Clock: 12232

1: 12323 2: 10000000 3:12547 4:13640 5:10000000 6:10000000 7:12457 8:12252
Clock: 12252

Client exits the system Arrive Time: 12114, Sorting Time: 66, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 20, Repeat: 0, Waiting: 52

1: 12323 2: 10000000 3:12547 4:13640 5:10000000 6:10000000 7:12457 8:10000000
Clock: 12323

1: 12900 2: 12425 3:12547 4:13640 5:10000000 6:10000000 7:12457 8:10000000
Clock: 12425

1: 12900 2: 10000000 3:12547 4:13640 5:12741 6:10000000 7:12457 8:10000000
Clock: 12457

Client exits the system Arrive Time: 12142, Sorting Time: 117, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:291, Treasury: 0, Treasury Time: 82, Repeat: -1, Waiting: 540

1: 12900 2: 10000000 3:12547 4:13640 5:12741 6:10000000 7:10000000 8:10000000
Clock: 12547

Client exits the system Arrive Time: 12072, Sorting Time: 47, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:428, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 12900 2: 10000000 3:10000000 4:13640 5:12741 6:10000000 7:10000000 8:10000000
Clock: 12741

1: 12900 2: 10000000 3:10000000 4:13640 5:10000000 6:10000000 7:10000000 8:12853
Clock: 12853

Client exits the system Arrive Time: 12323, Sorting Time: 102, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:316, Treasury: 1, Treasury Time: 112, Repeat: 0, Waiting: 0

1: 12900 2: 10000000 3:10000000 4:13640 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 12900

1: 12984 2: 12985 3:10000000 4:13640 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 12984

1: 13014 2: 12985 3:10000000 4:13640 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 12985

1: 13014 2: 13071 3:13147 4:13640 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 13014

1: 13210 2: 13071 3:13147 4:13640 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 13071

1: 13210 2: 13098 3:13147 4:13640 5:10000000 6:10000000 7:10000000 8:13104
Clock: 13098

1: 13210 2: 10000000 3:13147 4:13640 5:13660 6:10000000 7:10000000 8:13104
Clock: 13104

Client exits the system Arrive Time: 12984, Sorting Time: 86, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 33, Repeat: 0, Waiting: 1

1: 13210 2: 10000000 3:13147 4:13640 5:13660 6:10000000 7:10000000 8:10000000
Clock: 13147

Client exits the system Arrive Time: 12900, Sorting Time: 85, Direct Treasury: 0, Priority: 1, Desk: A, Desk Time:162, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 13210 2: 10000000 3:10000000 4:13640 5:13660 6:10000000 7:10000000 8:10000000
Clock: 13210

1: 13237 2: 13305 3:10000000 4:13640 5:13660 6:10000000 7:10000000 8:10000000
Clock: 13237

1: 13362 2: 13305 3:10000000 4:13640 5:13660 6:10000000 7:10000000 8:10000000
Clock: 13305

1: 13362 2: 13359 3:10000000 4:13640 5:13660 6:13959 7:10000000 8:10000000
Clock: 13359

1: 13362 2: 10000000 3:10000000 4:13640 5:13660 6:13959 7:10000000 8:10000000
Clock: 13362

1: 13384 2: 13390 3:10000000 4:13640 5:13660 6:13959 7:10000000 8:10000000
Clock: 13384

1: 13517 2: 13390 3:10000000 4:13640 5:13660 6:13959 7:10000000 8:10000000
Clock: 13390

1: 13517 2: 13488 3:10000000 4:13640 5:13660 6:13959 7:10000000 8:13480
Clock: 13480

Client exits the system Arrive Time: 13362, Sorting Time: 28, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 90, Repeat: 0, Waiting: 0

1: 13517 2: 13488 3:10000000 4:13640 5:13660 6:13959 7:10000000 8:10000000
Clock: 13488

1: 13517 2: 10000000 3:13850 4:13640 5:13660 6:13959 7:10000000 8:10000000
Clock: 13517

1: 13563 2: 13635 3:13850 4:13640 5:13660 6:13959 7:10000000 8:10000000
Clock: 13563

1: 14029 2: 13635 3:13850 4:13640 5:13660 6:13959 7:10000000 8:10000000
Clock: 13635

1: 14029 2: 13698 3:13850 4:13640 5:13660 6:13959 7:10000000 8:10000000
Clock: 13640

Client exits the system Arrive Time: 12073, Sorting Time: 47, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:1434, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 86

1: 14029 2: 13698 3:13850 4:10000000 5:13660 6:13959 7:10000000 8:10000000
Clock: 13660

Client exits the system Arrive Time: 13014, Sorting Time: 27, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:562, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 57

1: 14029 2: 13698 3:13850 4:10000000 5:14104 6:13959 7:10000000 8:10000000
Clock: 13698

1: 14029 2: 10000000 3:13850 4:10000000 5:14104 6:13959 7:14853 8:10000000
Clock: 13850

Client exits the system Arrive Time: 13384, Sorting Time: 98, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:362, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 6

1: 14029 2: 10000000 3:10000000 4:10000000 5:14104 6:13959 7:14853 8:10000000
Clock: 13959

Client exits the system Arrive Time: 13210, Sorting Time: 95, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:654, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 14029 2: 10000000 3:10000000 4:10000000 5:14104 6:14228 7:14853 8:10000000
Clock: 14029

1: 14405 2: 14112 3:10000000 4:10000000 5:14104 6:14228 7:14853 8:10000000
Clock: 14104

Client exits the system Arrive Time: 13237, Sorting Time: 54, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:444, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 369

1: 14405 2: 14112 3:10000000 4:10000000 5:10000000 6:14228 7:14853 8:10000000
Clock: 14112

1: 14405 2: 10000000 3:10000000 4:10000000 5:10000000 6:14228 7:14853 8:14214
Clock: 14214

Client exits the system Arrive Time: 14029, Sorting Time: 83, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 102, Repeat: 0, Waiting: 0

1: 14405 2: 10000000 3:10000000 4:10000000 5:10000000 6:14228 7:14853 8:10000000
Clock: 14228

Client exits the system Arrive Time: 13517, Sorting Time: 118, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:269, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 324

1: 14405 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:14853 8:10000000
Clock: 14405

1: 14443 2: 14562 3:10000000 4:10000000 5:10000000 6:10000000 7:14853 8:10000000
Clock: 14443

1: 14504 2: 14562 3:10000000 4:10000000 5:10000000 6:10000000 7:14853 8:10000000
Clock: 14504

1: 14539 2: 14562 3:10000000 4:10000000 5:10000000 6:10000000 7:14853 8:10000000
Clock: 14539

1: 14606 2: 14562 3:10000000 4:10000000 5:10000000 6:10000000 7:14853 8:10000000
Clock: 14562

1: 14606 2: 14586 3:10000000 4:10000000 5:15257 6:10000000 7:14853 8:10000000
Clock: 14586

1: 14606 2: 14631 3:10000000 4:10000000 5:15257 6:10000000 7:14853 8:14596
Clock: 14596

Client exits the system Arrive Time: 14443, Sorting Time: 24, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 10, Repeat: 0, Waiting: 119

1: 14606 2: 14631 3:10000000 4:10000000 5:15257 6:10000000 7:14853 8:10000000
Clock: 14606

1: 14939 2: 14631 3:10000000 4:10000000 5:15257 6:10000000 7:14853 8:10000000
Clock: 14631

1: 14939 2: 14710 3:10000000 4:10000000 5:15257 6:15348 7:14853 8:10000000
Clock: 14710

1: 14939 2: 14828 3:10000000 4:10000000 5:15257 6:15348 7:14853 8:10000000
Clock: 14828

1: 14939 2: 10000000 3:10000000 4:10000000 5:15257 6:15348 7:14853 8:10000000
Clock: 14853

Client exits the system Arrive Time: 13563, Sorting Time: 63, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:1155, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 72

1: 14939 2: 10000000 3:10000000 4:10000000 5:15257 6:15348 7:15534 8:10000000
Clock: 14939

1: 15262 2: 14981 3:10000000 4:10000000 5:15257 6:15348 7:15534 8:10000000
Clock: 14981

1: 15262 2: 10000000 3:16731 4:10000000 5:15257 6:15348 7:15534 8:10000000
Clock: 15257

Client exits the system Arrive Time: 14405, Sorting Time: 157, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:695, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 15262 2: 10000000 3:16731 4:10000000 5:15526 6:15348 7:15534 8:10000000
Clock: 15262

1: 15397 2: 15288 3:16731 4:10000000 5:15526 6:15348 7:15534 8:10000000
Clock: 15288

1: 15397 2: 10000000 3:16731 4:15973 5:15526 6:15348 7:15534 8:10000000
Clock: 15348

1: 15397 2: 10000000 3:16731 4:15973 5:15526 6:10000000 7:15534 8:15373
Clock: 15373

Client exits the system Arrive Time: 14504, Sorting Time: 45, Direct Treasury: 0, Priority: 1, Desk: B, Desk Time:717, Treasury: 1, Treasury Time: 25, Repeat: 0, Waiting: 82

1: 15397 2: 10000000 3:16731 4:15973 5:15526 6:10000000 7:15534 8:10000000
Clock: 15397

1: 15444 2: 15440 3:16731 4:15973 5:15526 6:10000000 7:15534 8:10000000
Clock: 15440

1: 15444 2: 10000000 3:16731 4:15973 5:15526 6:10000000 7:15534 8:15562
Clock: 15444

1: 15531 2: 15476 3:16731 4:15973 5:15526 6:10000000 7:15534 8:15562
Clock: 15476

1: 15531 2: 10000000 3:16731 4:15973 5:15526 6:10000000 7:15534 8:15562
Clock: 15526

Client exits the system Arrive Time: 14539, Sorting Time: 79, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:269, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 639

1: 15531 2: 10000000 3:16731 4:15973 5:10000000 6:10000000 7:15534 8:15562
Clock: 15531

1: 15962 2: 15627 3:16731 4:15973 5:10000000 6:10000000 7:15534 8:15562
Clock: 15534

1: 15962 2: 15627 3:16731 4:15973 5:10000000 6:10000000 7:10000000 8:15562
Clock: 15562

Client exits the system Arrive Time: 15397, Sorting Time: 43, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 122, Repeat: 0, Waiting: 0

1: 15962 2: 15627 3:16731 4:15973 5:10000000 6:10000000 7:10000000 8:15573
Clock: 15573

Client exits the system Arrive Time: 15444, Sorting Time: 32, Direct Treasury: 1, Priority: 1, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 11, Repeat: 0, Waiting: 86

1: 15962 2: 15627 3:16731 4:15973 5:10000000 6:10000000 7:10000000 8:15653
Clock: 15627

1: 15962 2: 10000000 3:16731 4:15973 5:15878 6:10000000 7:10000000 8:15653
Clock: 15653

Client exits the system Arrive Time: 14606, Sorting Time: 118, Direct Treasury: 0, Priority: 1, Desk: C, Desk Time:681, Treasury: 1, Treasury Time: 80, Repeat: 0, Waiting: 168

1: 15962 2: 10000000 3:16731 4:15973 5:15878 6:10000000 7:10000000 8:10000000
Clock: 15878

Client exits the system Arrive Time: 15531, Sorting Time: 96, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:251, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 15962 2: 10000000 3:16731 4:15973 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 15962

1: 15987 2: 16079 3:16731 4:15973 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 15973

Client exits the system Arrive Time: 15262, Sorting Time: 26, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:685, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 15987 2: 16079 3:16731 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 15987

1: 16198 2: 16079 3:16731 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 16079

1: 16198 2: 16132 3:16731 4:16453 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 16132

1: 16198 2: 10000000 3:16731 4:16453 5:10000000 6:10000000 7:16889 8:10000000
Clock: 16198

1: 16252 2: 16278 3:16731 4:16453 5:10000000 6:10000000 7:16889 8:10000000
Clock: 16252

1: 16381 2: 16278 3:16731 4:16453 5:10000000 6:10000000 7:16889 8:10000000
Clock: 16278

